grammar_name_en,grammar_name_jp,meaning,how_to_use_html,example_1,example_2,source
sou da [1],そうだ,Learn Japanese grammar: (sou da). Meaning: I heard that; it is said that ~. This lesson will focus on meaning 1:,"<table class=""table table-bordered table-sm usage""><tbody><tr><td>Verb (casual form)</td><td rowspan=""4"">そうだ<br/>そうです</td></tr><tr><td>Noun + だ</td></tr><tr><td>な-adjective + だ</td></tr><tr><td>い-adjective</td></tr></tbody></table>",Example #1彼は仕事をやめるそうだ。hintromajiEnglishかれはしごとをやめるそうだ。kare wa shigoto o yameru sou da.I heard that he will be quitting his job.,Example #2彼は金持ちだそうだ。hintromajiEnglishかれはかねもちだそうだ。kare wa kanemochi da sou da.He is said to be rich.,https://jlptsensei.com/learn-japanese-grammar/%e3%81%9d%e3%81%86%e3%81%a0-sou-da-i-heard-that/
sou da [2],そうだ,Learn Japanese grammar: (sou da). Meaning: it looks like / appears like; seeming ~. This lesson will focus on meaning 2: When used with a...,"<table class=""table table-bordered table-sm usage""><tbody><tr><td>Verb <s>ます</s> (stem form)</td><td rowspan=""3"">そう<br/>そうだ<br/>そうです</td></tr><tr><td>な-adjective</td></tr><tr><td>い-adjective + <s>い</s></td></tr></tbody></table>","Example #1いまにも、雨が降りそうだ。hintromajiEnglishいまにも、あめがふりそうだ。imanimo, ame ga furi sou da.It seems like it's gonna start raining any moment.",Example #2その人は倒れそうです。hintromajiEnglishそのひとはたおれそうです。sono hito wa taore sou desu.That person looks like they're about to fall over.,https://jlptsensei.com/learn-japanese-grammar/%e3%81%9d%e3%81%86%e3%81%a0-sou-da-looks-like/
sou ni / sou na,そうに / そうな,Learn Japanese grammar: (sou ni) / (sou na). Meaning: seems like; looks like ~. Also see lessons for:,"<table class=""table table-bordered table-sm usage""><tbody><tr><td>Verb <s>ます</s> (stem form)</td><td rowspan=""3"">そうに + Noun/Verb<br/>そうな + Noun/Verb</td></tr><tr><td>な-adjective + だ</td></tr><tr><td>い-adjective + <s>い</s></td></tr></tbody></table>",Example #1楽しそうに見える。hintromajiEnglishたのしそうにみえる。tanoshi sou ni mieru.You look like you are having fun.,Example #2楽しそうに見えた。hintromajiEnglishたのしそうにみえた。tanoshi sou ni mieta.You looked like you were having fun.,https://jlptsensei.com/learn-japanese-grammar/%e3%81%9d%e3%81%86%e3%81%ab-%e3%81%9d%e3%81%86%e3%81%aa-sou-ni-sou-na-meaning/
ta bakari,たばかり,just finished; something just occurred,<em>(no usage table)</em>,,,https://jlptsensei.com/learn-japanese-grammar/%e3%81%9f%e3%81%b0%e3%81%8b%e3%82%8a-ta-bakari-meaning/
ta tokoro,たところ,"Learn Japanese grammar: (ta tokoro). Meaning: just finished doing, was just doing.","<table class=""table table-bordered table-sm usage""><tbody><tr><td>Verb (た form)</td><td>ところ</td></tr></tbody></table>",Example #1今起きたところです。hintromajiEnglishいまおきたところです。ima okita tokoro desu.I just woke up.,Example #2昼ごはんを食べたところです。hintromajiEnglishひるごはんをたべたところです。hirugohan o tabeta tokoro desu.I was just eating lunch.,https://jlptsensei.com/learn-japanese-grammar/%e3%81%9f%e3%81%a8%e3%81%93%e3%82%8d-ta-tokoro-meaning/
tadoushi & jidoushi,他動詞 & 自動詞（たどうし & じどうし）,"Learn Japanese grammar: 【たどうし】(tadoushi) & 【じどうし】( jidoushi). Meaning: transitive & intransitive verbs. In this lesson, I will explain what is the difference between transitive and...","<table class=""table table-bordered table-sm usage""><tbody><tr><td>see rules below</td></tr></tbody></table>",,,https://jlptsensei.com/learn-japanese-grammar/%e4%bb%96%e5%8b%95%e8%a9%9e-%e8%87%aa%e5%8b%95%e8%a9%9e-transitive-intransitive-verbs-meaning/
tagaru,たがる,Meaning: want to do~ (third person). Learn Japanese Grammar 日本語文法 - JLPT N4 - たがる (tagaru). Study example sentences & vocabulary list.,"<table class=""table table-bordered table-sm usage""><tbody><tr><td>Verb (たい form) た<s>い</s></td><td>がる<br/>がっている<br/>がった<br/>がらない</td></tr></tbody></table>",Example #1その子が家に帰りたがっている。hintromajiEnglishそのこがいえにかえりたがっている。sono ko ga ie ni kaeri tagatteiru.That kid seems like he wants to go home.,"Example #2木村さんが、あなたに会いたがっていましたよ。hintromajiEnglishきむらさんが、あなたにあいたがっていましたよ。kimura-san ga, anata ni ai tagatte imashita yo.Kimura-san wanted (wants) to see you.",https://jlptsensei.com/learn-japanese-grammar/%e3%81%9f%e3%81%8c%e3%82%8b-tagaru-meaning/
tara,たら,"Learn Japanese grammar: (tara) form. Meaning: if; after; when ~. This is a basic conditional, that can be combined with any noun, adjective or verb.","<table class=""table table-bordered table-sm usage""><tbody><tr><td>Verb (た form)</td><td rowspan=""4"">ら</td></tr><tr><td>Noun + だった</td></tr><tr><td>な-adjective + だった</td></tr><tr><td>い-adjective + <s>い</s>かった</td></tr></tbody></table>","Example #1お金があったら、旅行します。hintromajiEnglishおかねがあったら、りょこうします。okane ga attara, ryokou shimasu.If I had money, I would go travel.","Example #2一口食べたら、きっと好きになるよ。hintromajiEnglishひとくちたべたら、きっとすきになるよhitokuchi tabetara, kitto suki ni naru yo.Taste one bite, and you will surely like it!",https://jlptsensei.com/learn-japanese-grammar/%e3%81%9f%e3%82%89-tara-meaning/
tara dou,たらどう,Learn Japanese grammar: (tara dou). Meaning: why don’t you; how about ~ (used to give advice).,"<table class=""table table-bordered table-sm usage""><tbody><tr><td>Verb (た form)</td><td>らどう</td></tr></tbody></table>",Example #1一緒に来たらどうですか？hintromajiEnglishいっしょにきたらどうですか？isshoni kitara dou desu ka?How about coming together with us?,Example #2静かにしたらどうですか。hintromajiEnglishしずかにしたらどうですか。shizuka ni shitara dou desu ka.How about being quiet?,https://jlptsensei.com/learn-japanese-grammar/%e3%81%9f%e3%82%89%e3%81%a9%e3%81%86-tara-dou-meaning/
tara ii desu ka,たらいいですか,Learn Japanese grammar: (tara ii desu ka). Meaning: what should I do?; speaker seeking instructions from listener.,"<table class=""table table-bordered table-sm usage""><tbody><tr><td>Verb (た form)</td><td>らいいですか</td></tr></tbody></table>",Example #1どうしたらいいですか？hintromajiEnglishどうしたらいいですか？dou shitara ii desu ka?What should I do?,Example #2どこに行ったらいいですか。hintromajiEnglishどこにいったらいいですか。doko ni ittara ii desu ka.Where should I go?,https://jlptsensei.com/learn-japanese-grammar/%e3%81%9f%e3%82%89%e3%81%84%e3%81%84%e3%81%a7%e3%81%99%e3%81%8b-tara-ii-desu-ka-meaning/
te / de,て / で,"Learn Japanese grammar: (te / de). Meaning: conjunctive particle; so; because of [A], [B]… This is used to connect 2 things and place blame on...","<table class=""table table-bordered table-sm usage""><tbody><tr><td>Verb (て form)</td></tr><tr><td>Noun +で (usually bad things)</td></tr><tr><td>な-adjective + で</td></tr><tr><td>い-adjective + <s>い</s>くて</td></tr></tbody></table>","Example #1最近は忙しくてあまり運動をしていない。hintromajiEnglishさいきんはいそがしくてあまりうんどうをしていない。saikin wa isogashi kute amari undou o shiteinai.Lately, I've been busy and so I haven't been working out.","Example #2自転車のカギをなくして、家まで歩いて帰った。hintromajiEnglishじてんしゃのかぎをなくして、いえまであるいてかえった。jitensha no kagi o nakushite, ie made aruite kaetta.I lost the key to my bicycle, so I walked home.",https://jlptsensei.com/learn-japanese-grammar/%e3%81%a6-%e3%81%a7-te-de-conjunctive-particle-meaning/
te ageru,てあげる,Learn Japanese grammar: (te ageru) / (te agemasu). Meaning: to do for; to do a favor. This can be used to either: say you are...,"<table class=""table table-bordered table-sm usage""><tbody><tr><td>Verb (て form)</td><td>あげる<br/>あげた<br/>あげない<br/>あげます</td></tr></tbody></table>",Example #1母にセーターを買ってあげた。hintromajiEnglishははにセーターをかってあげた。haha ni seetaa o katte ageta.I bought my mother a sweater.,"Example #2いいよ，僕がやってあげるよ。hintromajiEnglishいいよ、ぼくがやってあげるよ。iiyo, boku ga yatte ageru yo.No problem, I'll do it for you.",https://jlptsensei.com/learn-japanese-grammar/%e3%81%a6%e3%81%82%e3%81%92%e3%82%8b-te-ageru-%e3%81%a6%e3%81%82%e3%81%92%e3%81%be%e3%81%99-te-agemasu-meaning/
te hoshii,てほしい,Learn Japanese grammar: 【てほしい】(te hoshii). Meaning: I want you to; need you to ~. This is used to express the speaker’s desire for someone to...,"<table class=""table table-bordered table-sm usage""><tbody><tr><td>Verb (て form)</td><td rowspan=""2"">ほしい<br/>欲しい</td></tr><tr><td>Verb (ないで form)</td></tr></tbody></table>",Example #1日本語を教えてほしいです。hintromajiEnglishにほんごをおしえてほしいです。nihongo o oshiete hoshii desu.I want you to teach me Japanese.,"Example #2先生には、もっとゆっくり話してほしいです。hintromajiEnglishせんせいには、もっとゆっくりはなしてほしいです。sensei ni wa, motto yukkuri hanashite hoshii desu.I wish the teacher would speak more slowly",https://jlptsensei.com/learn-japanese-grammar/%e3%81%a6%e6%ac%b2%e3%81%97%e3%81%84-%e3%81%a6%e3%81%bb%e3%81%97%e3%81%84-te-hoshii-meaning/
te iku,ていく,Learn Japanese grammar: (te iku) / (te itta). Meaning: to start; to continue; to go on. This is used after a verb to express a...,"<table class=""table table-bordered table-sm usage""><tbody><tr><td>Verb (て form)</td><td>いく<br/>いきます<br/>いった<br/>いきました</td></tr></tbody></table>",Example #1歩いていく。hintromajiEnglishあるいていく。aruite iku.to walk / to go by walking / to start walking,Example #2彼は毎日駅まで歩いていきます。hintromajiEnglishかれはまいにちえきまであるいていきます。kare wa mainichi eki made aruite ikimasu.He walks to the station every day.,https://jlptsensei.com/learn-japanese-grammar/%e3%81%a6%e3%81%84%e3%81%8f-te-iku-%e3%81%a6%e3%81%84%e3%81%a3%e3%81%9f-te-itta-meaning/
te ita,ていた,"Learn Japanese grammar: (te ita) / (te imashita). Meaning: was doing something (past continuous). In spoken form, the い is often dropped to become てた...","<table class=""table table-bordered table-sm usage""><tbody><tr><td>Verb (て form)</td><td>いた<br/>いました</td></tr></tbody></table>",Example #1彼女はオレンジを食べていた。hintromajiEnglishかのじょはオレンジをたべていた。kanojo wa orenji o tabeteita.She was eating an orange.,Example #2今日は家でゆっくりしていました。hintromajiEnglishきょうはいえでゆっくりしていました。kyou wa ie de yukkuri shiteimashita.I relaxed at home today.,https://jlptsensei.com/learn-japanese-grammar/%e3%81%a6%e3%81%84%e3%81%9f-te-ita-meaning/
te itadakemasen ka,ていただけませんか,Learn Japanese grammar: (te itadakemasen ka). Meaning: could you please ~. This grammar can be used in combination with any verb to ask someone to...,"<table class=""table table-bordered table-sm usage""><tbody><tr><td>Verb (て form)</td><td>いただけませんか</td></tr></tbody></table>",Example #1写真を取っていただけませんか。hintromajiEnglishしゃしんをとっていただけませんか。shashin o totte itadake masen ka.Could you take a picture please?,Example #2ちょっと待っていただけませんか。hintromajiEnglishちょっとまっていただけませんか。chotto matte itadake masen ka?Could you please wait a moment?,https://jlptsensei.com/learn-japanese-grammar/%e3%81%a6%e3%81%84%e3%81%9f%e3%81%a0%e3%81%91%e3%81%be%e3%81%9b%e3%82%93%e3%81%8b-te-itadakemasen-ka-meaning/
te kureru,てくれる,Learn Japanese grammar: (te kureru) / (te kuremasu) / (te kureta). Meaning: to do a favor; request a favor; do something for someone. This can...,"<table class=""table table-bordered table-sm usage""><tbody><tr><td>Verb (て form)</td><td>くれる<br/>くれます<br/>くれない<br/>くれた<br/>くれました</td></tr></tbody></table>",Example #1手伝ってくれる？hintromajiEnglishてつだってくれる？tetsudatte kureru?Will you help me?,Example #2彼ならやってくれる。hintromajiEnglishかれならやってくれる。kare nara yatte kureru.We can count on him to help us.,https://jlptsensei.com/learn-japanese-grammar/%e3%81%a6%e3%81%8f%e3%82%8c%e3%82%8b-te-kureru-%e3%81%a6%e3%81%8f%e3%82%8c%e3%81%9f-te-kureta-meaning/
te kuru,てくる,"Learn Japanese grammar: (te kuru) / (te kimasu). Meaning: to do… and come back; to become, to continue, to start ~. This can be used...","<table class=""table table-bordered table-sm usage""><tbody><tr><td>Verb (て form)</td><td>くる<br/>きた<br/>きます<br/>きました</td></tr></tbody></table>",Example #1見えてくる。hintromajiEnglishみえてくる。miete kuruTo come into view (to start coming into view/ to continue coming into view),Example #2雨が降ってきた。hintromajiEnglishあめがふってきた。ame ga futte kita.It started raining.,https://jlptsensei.com/learn-japanese-grammar/%e3%81%a6%e3%81%8f%e3%82%8b-te-kuru-%e3%81%a6%e3%81%8d%e3%81%be%e3%81%99-te-kimasu-meaning/
te miru,てみる,Learn Japanese grammar: (te miru) / (te mimasu). Meaning: try doing ~. This is used to express that the speaker is trying to do something...,"<table class=""table table-bordered table-sm usage""><tbody><tr><td>Verb (て form)</td><td>みる<br/>みます<br/>みたい</td></tr></tbody></table>",Example #1やってみる！hintromajiEnglishやってみる！yatte miru!I'll give it a shot! / Here goes nothing!,Example #2これを使ってみる。hintromajiEnglishこれをつかってみる。kore o tsukatte miru.I'll try using this.,https://jlptsensei.com/learn-japanese-grammar/%e3%81%a6%e3%81%bf%e3%82%8b-te-miru-%e3%81%a6%e3%81%bf%e3%81%9f%e3%81%84-te-mitai-meaning/
te morau,てもらう,Learn Japanese grammar: (te morau) / (te moraimasu) / (te moraitai). Meaning: to get somebody to do something; request a favor. It is often used...,"<table class=""table table-bordered table-sm usage""><tbody><tr><td>Verb (て form)</td><td>もらう<br/>もらいます<br/>もらいたい<br/>もらわない<br/>もらいません</td></tr></tbody></table>",Example #1彼に来てもらう。hintromajiEnglishかれにきてもらう。kare ni kite morau.I will have him come.,Example #2先生に作文を直してもらう。hintromajiEnglishせんせいにさくぶんをなおしてもらう。sensei ni sakubun o naoshite morau.I'll have my teacher check my writing/essay.,https://jlptsensei.com/learn-japanese-grammar/%e3%81%a6%e3%82%82%e3%82%89%e3%81%86-te-morau-%e3%81%a6%e3%82%82%e3%82%89%e3%81%84%e3%81%9f%e3%81%84-te-moraitai-meaning/
te oku,ておく,Learn Japanese grammar: (te oku). Meaning: to do something in advance. This may also be used as: ておきます (te okimasu). ておいて (te oite).,"<table class=""table table-bordered table-sm usage""><tbody><tr><td>Verb (て form)</td><td>おく<br/>おきます<br/>おいて</td></tr></tbody></table>",Example #1お弁当を作っておいたよ。hintromajiEnglishおべんとうをつくっておいたよ。obentou o tsukutte oita yo.I made your bento (lunch box) already.,Example #2出かける前に何か食べておこう。hintromajiEnglishでかけるまえになにかたべておこう。dekakeru mae ni nanika tabete okou.Let's eat something before we head out.,https://jlptsensei.com/learn-japanese-grammar/%e3%81%a6%e3%81%8a%e3%81%8f-te-oku-meaning/
te shimau / chau,てしまう / ちゃう,"Learn Japanese grammar: (te shimau) & (chau). Meaning: to do something by accident, to finish completely. This may in some cases also express regret, but...","<table class=""table table-bordered table-sm usage""><tbody><tr><td>Verb (て form)</td><td>しまう<br/>しまいます<br/>しまった</td></tr><tr><td>Verb <s>(て form)</s></td><td>ちゃう<br/>ちゃった</td></tr><tr><td>Verb <s>(で form)</s></td><td>じゃう<br/>じゃった</td></tr></tbody></table>",Example #1仕事は全部終わってしまいました。hintromajiEnglishしごとはぜんぶおわってしまいました。shigoto wa zenbu owatte shimai mashita.I've finished with all of my work.,"Example #2疲れが出たので、寝ちゃった。hintromajiEnglishつかれがでたので、ねちゃった。tsukare ga deta node, nechatta.I was tired and so I fell asleep.",https://jlptsensei.com/learn-japanese-grammar/%e3%81%a6%e3%81%97%e3%81%be%e3%81%86-te-shimau-%e3%81%a1%e3%82%83%e3%81%86-meaning/
te sumimasen,てすみません,Learn Japanese grammar: (te sumimasen). Meaning: I’m sorry for..,"<table class=""table table-bordered table-sm usage""><tbody><tr><td>Verb (て form)</td><td>すみません</td></tr></tbody></table>",Example #1遅れてすみません。hintromajiEnglishおくれてすみません。okurete sumimasen.I'm sorry for being late.,Example #2心配をかけてすみません。hintromajiEnglishしんぱいをかけてすみません。shinpai o kakete sumimasen.I apologize for causing you concern.,https://jlptsensei.com/learn-japanese-grammar/%e3%81%a6%e3%81%99%e3%81%bf%e3%81%be%e3%81%9b%e3%82%93-te-sumimasen-meaning/
te yaru,てやる,"Learn Japanese grammar: (te yaru). Meaning: to do for; to do a favor (casual spoken). It is the same as , but more casual and...","<table class=""table table-bordered table-sm usage""><tbody><tr><td>Verb (て form)</td><td>やる<br/>やらない</td></tr></tbody></table>",Example #1手伝ってやる。hintromajiEnglishてつだってやる。tetsudatte yaru.I'll help you out / let me help you out.,"Example #2いいよ，僕がやってやるよ。hintromajiEnglishいいよ、ぼくがやってやるよ。iiyo, boku ga yatte yaru yo.No problem, I'll do it for you.",https://jlptsensei.com/learn-japanese-grammar/%e3%81%a6%e3%82%84%e3%82%8b-te-yaru-meaning/
te yokatta,てよかった,Learn Japanese grammar: (te yokatta). Meaning: I’m glad that ~.,"<table class=""table table-bordered table-sm usage""><tbody><tr><td>Verb (て form)</td><td>よかった</td></tr></tbody></table>",Example #1行ってよかった！hintromajiEnglishいってよかった！itte yokatta!I'm glad I went!,Example #2これを買ってよかった。hintromajiEnglishこれをかってよかった。kore o katte yokatta.I'm glad I bought this.,https://jlptsensei.com/learn-japanese-grammar/%e3%81%a6%e3%82%88%e3%81%8b%e3%81%a3%e3%81%9f-te-yokatta-meaning/
teiru tokoro,ているところ,in the process of doing,<em>(no usage table)</em>,,,https://jlptsensei.com/learn-japanese-grammar/%e3%81%a6%e3%81%84%e3%82%8b%e3%81%a8%e3%81%93%e3%82%8d-teiru-tokoro-meaning/
temo,ても,"Learn Japanese grammar: (temo) & (demo). Meaning: even; even if; even though ~. Be careful to not confuse this with , which is has a...","<table class=""table table-bordered table-sm usage""><tbody><tr><td>Verb (て form)</td><td rowspan=""4"">も</td></tr><tr><td>Noun + で</td></tr><tr><td>な-adjective + で</td></tr><tr><td>い-adjective + <s>い</s>くて</td></tr></tbody></table>","Example #1たくさん食べても、お腹が空きます。hintromajiEnglishたくさんたべても、おなかがすきます。takusan tabetemo, onaka ga sukimasu.Even if I eat a lot, I still feel hungry.","Example #2日曜日でも、働きます。hintromajiEnglishにちようびでも、はたらきます。nichiyoubi demo, hatarakimasu.I work even on Sundays.",https://jlptsensei.com/learn-japanese-grammar/%e3%81%a6%e3%82%82-temo-meaning/
to,と,"Learn Japanese grammar: (to). Meaning: whenever [A] happens, [B] also happens. Do not confuse this with the .","<table class=""table table-bordered table-sm usage""><tbody><tr><td>Verb (dictionary / ない form)</td><td rowspan=""4"">と</td></tr><tr><td>Noun + だ</td></tr><tr><td>な-adjective + だ</td></tr><tr><td>い-adjective + い</td></tr></tbody></table>","Example #1ラーメンを毎日食べると太りますよ。hintromajiEnglishラーメンをまいにちたべるとふとりますよ。raamen o mainichi taberu to futorimasu yo.If you eat ramen everyday, you're gonna gain weight.","Example #2寝る前に甘い物を食べると虫歯になります。hintromajiEnglishねるまえにあまいものをたべるとむしばになります。neru mae ni amai mono o taberu to mushiba ni narimasu.If you eat sweets before going to bed, you will get a cavity.",https://jlptsensei.com/learn-japanese-grammar/%e3%81%a8-to-meaning-whenever/
to ittemo ii,と言ってもいい（といってもいい）,Learn Japanese grammar: 【といってもいい】(to ittemo ii). Meaning: you could say; one might say; I’d say ~. This is a combination of the grammar lessons: –...,"<table class=""table table-bordered table-sm usage""><tbody><tr><td>phrase</td><td>と言ってもいい<br/>といっても</td></tr></tbody></table>",Example #1それはよい買い物だったといってもいいでしょう。hintromajiEnglishそれはよいかいものだったといってもいいでしょう。sore wa yoi kaimono to ittemo ii deshou.I'd say it was a good buy.,"Example #2彼はやさしいが，だまされやすいといってもいい。hintromajiEnglishかれはやさしいが、だまされやすいといってもいい。kare wa yasashii ga, damasare yasui to ittemo ii.He's a kind person, but could be said to be a bit easy to be deceived.",https://jlptsensei.com/learn-japanese-grammar/%e3%81%a8%e8%a8%80%e3%81%a3%e3%81%a6%e3%82%82%e3%81%84%e3%81%84-to-ittemo-ii-meaning/
to iu,という,Learn Japanese grammar: 【という】(to iu). Meaning: called; named; that ~. Both the kanji form と言う and hiragana form という are regularly used. Many different meanings...,"<table class=""table table-bordered table-sm usage""><tbody><tr><td>Noun</td><td rowspan=""2"">と言う<br/>という<br/>と言います<br/>といいます</td></tr><tr><td>Phrase</td></tr></tbody></table>","Example #1この犬はバディーという名前です。hintromajiEnglishこのいぬはバディーというなまえです。kono inu wa badii to iu namae desu.This dog is called ""Buddy"".","Example #2昨日、トムという人に会いました。hintromajiEnglishきのう、トムというひとにあいました。kinou, tomu to iu hito ni aimashita.Yesterday, I met a person called Tom.",https://jlptsensei.com/learn-japanese-grammar/%e3%81%a8%e3%81%84%e3%81%86-to-iu-meaning/
to iu koto,ということ,Learn Japanese grammar: (to iu koto). Meaning: convert phrase into noun.,"<table class=""table table-bordered table-sm usage""><tbody><tr><td>Verb (casual)</td><td rowspan=""4"">ということ</td></tr><tr><td>Noun + だ</td></tr><tr><td>な-adjective + だ</td></tr><tr><td>い-adjective</td></tr></tbody></table>",Example #1あなたが私の声が好きだということがとても嬉しいです。hintromajiEnglishあなたがわたしのこえがすきだということがとてもうれしいです。anata ga watashi no koe ga suki da to iu koto ga totemo ureshii desu.I'm so glad you like my voice.,Example #2あなたが会社をやめるということは本当ですか。hintromajiEnglishあなたがかいしゃをやめるということはほんとうですか。anata ga kaisha o yameru to iu koto wa hontou desuka?Is it true that you're quitting the company?,https://jlptsensei.com/learn-japanese-grammar/%e3%81%a8%e3%81%84%e3%81%86%e3%81%93%e3%81%a8-to-iu-koto-meaning/
to iwarete iru,と言われている（といわれている）,Learn Japanese grammar: 【といわれている】(to iwarete iru). Meaning: it is said that ~.,"<table class=""table table-bordered table-sm usage""><tbody><tr><td>Verb (casual, past)</td><td rowspan=""3"">と言われている</td></tr><tr><td>Noun + だ</td></tr><tr><td>Adjective (standard, past)</td></tr></tbody></table>",Example #1彼は天才だと言われている。hintromajiEnglishかれはてんさいだといわれている。kare wa tensai da to iwareteiru.He is said to be a genius.,Example #2彼は来月に退職すると言われている。hintromajiEnglishかれはらいげつにたいしょくするといわれている。kare wa raigetsu ni taishoku suru to iwarete iru.It's being said that he will quit next month.,https://jlptsensei.com/learn-japanese-grammar/%e3%81%a8%e8%a8%80%e3%82%8f%e3%82%8c%e3%81%a6%e3%81%84%e3%82%8b-to-iwarete-iru-meaning/
to kiita,と聞いた（ときいた）,I heard...,<em>(no usage table)</em>,,,https://jlptsensei.com/learn-japanese-grammar/%e3%81%a8%e8%81%9e%e3%81%84%e3%81%9f-%e3%81%a8%e3%81%8d%e3%81%84%e3%81%9f-to-kiita-meaning/
to omou,と思う（とおもう）,Learn Japanese grammar: 【とおもう】(to omou). Meaning: to think…; I think…; you think… This can be used to describe your own thoughts or someone else’s thoughts....,"<table class=""table table-bordered table-sm usage""><tbody><tr><td>Verb</td><td rowspan=""4"">と思う<br/>と思います<br/>と思わない<br/>と思いません</td></tr><tr><td>Noun + だ</td></tr><tr><td>な-adjective + だ</td></tr><tr><td>い-adjective</td></tr></tbody></table>",Example #1きれいだと思わない？hintromajiEnglishきれいだとおもわない？kirei da to omowanai?Don't you think it's beautiful?,Example #2それはかなりむずかしいと思います。hintromajiEnglishそれはかなりむずかしいとおもいます。sore wa kanari muzukashii da to omoimasu.I think that is extremely difficult.,https://jlptsensei.com/learn-japanese-grammar/%e3%81%a8%e6%80%9d%e3%81%86-to-omou-meaning/
toka~toka,とか～とか,"Learn Japanese grammar: (toka~toka). Meaning: among other things; such as; like ~. This is usually used to list multiple examples, though it can also be...","<table class=""table table-bordered table-sm usage""><tbody><tr><td>Verb (dictionary form) + とか</td><td>Verb (dictionary form) + とか</td></tr><tr><td>Noun + とか</td><td>Noun + とか</td></tr></tbody></table>",Example #1趣味とかありますか？hintromajiEnglishしゅみとかありますか？shumi toka arimasu ka?Do you have any hobbies (or anything else you do),"Example #2私はおすしとかラーメンとか日本料理が好きです。hintromajiEnglishわたしはおすしとからーめんとかにほんりょうりがだいすきです。watashi wa osushi to ka raamen to ka nihon ryouri ga daisuki desu.I love Japanese food, like sushi, ramen, etc.",https://jlptsensei.com/learn-japanese-grammar/%e3%81%a8%e3%81%8b%ef%bd%9e%e3%81%a8%e3%81%8b-toka-toka-meaning/
tokoro,ところ,Learn Japanese grammar: (tokoro). Meaning: just about to; on the verge of doing something.,"<table class=""table table-bordered table-sm usage""><tbody><tr><td>Verb (casual, non-past)</td><td>ところ</td></tr></tbody></table>","Example #1今、出かけるところです。hintromajiEnglishいま、でかけるところです。ima, dekakeru tokoro desu.I am just about to leave.",Example #2これから料理を作るところです。hintromajiEnglishこれからりょうりをつくるところです。kore kara ryouri o tsukuru tokoro desu.I am about to start cooking.,https://jlptsensei.com/learn-japanese-grammar/%e3%81%a8%e3%81%93%e3%82%8d-tokoro-meaning/
tsuzukeru,続ける（つづける）,"Learn Japanese grammar: 【つづける】(tsuzukeru). Meaning: continue to; keen on ~. This is used to express continuous action, or to show someone is keen on doing...","<table class=""table table-bordered table-sm usage""><tbody><tr><td>Verb (ます stem) <s>ます</s></td><td>続ける<br/>続けている<br/>続けた</td></tr></tbody></table>",Example #1昨日から雨が降り続けている。hintromajiEnglishきのうからあめがふりつづけている。kinou kara ame ga furi tsuzukete iru.It's been raining nonstop since yesterday.,Example #2父からもらった自転車を今も使い続けています。hintromajiEnglishちちからもらったじてんしゃをいまもつかいつづけています。chichi kara moratta jitensha o ima mo tsukai tsuzukete imasu.I still use the bicycle that my father gave to me even now.,https://jlptsensei.com/learn-japanese-grammar/%e7%b6%9a%e3%81%91%e3%82%8b-tsuzukeru-%e7%b6%9a%e3%81%91%e3%81%a6%e3%81%84%e3%82%8b-meaning/
tte,って,Learn Japanese grammar: (tte). Meaning: named; called ~. This may also be used as っていう (tte iu).,"<table class=""table table-bordered table-sm usage""><tbody><tr><td>Noun</td><td>って<br/>っていう</td></tr></tbody></table>","Example #1これはたい焼きっていう食べ物だよ。hintromajiEnglishこれはたいやきっていうたべものだよ。kore wa taiyaki tte iu tabe mono da yo.This is a food called ""taiyaki"".",Example #2コストコってスーパーに行ったことがありますか。hintromajiEnglishコストコってスーパーにいったことがありますか。kosutoko tte suupaa ni itta koto ga arimasu ka?Have you ever been to the supermarket (called) Costco?,https://jlptsensei.com/learn-japanese-grammar/%e3%81%a3%e3%81%a6-tte-meaning/
ukemi kei,受身形（うけみけい）,"Learn Japanese grammar: 【うけみけい】(ukemi kei). Meaning: Japanese passive form or passive voice. Often displayed as られる、される、こられる (rareru, sareru, korareru). Passive verbs are verbs that are...","<table class=""table table-bordered table-sm usage""><tbody><tr><td>Ru-verb</td><td>る -&gt; られる</td></tr><tr><td>U-verb</td><td>(ない form) ない -&gt; れる</td></tr><tr><td>する</td><td>される</td></tr><tr><td>くる</td><td>こられる</td></tr></tbody></table>",Example #1ケーキが誰かに食べられた！hintromajiEnglishケーキがだれかにたべられた！keeki ga dare ka ni taberareta!The cake was eaten by somebody!,Example #2みんなに変だと言われます。hintromajiEnglishみんなにへんだといわれます。minna ni hen da to iwaremasu.Everyone tells me that I am strange.,https://jlptsensei.com/learn-japanese-grammar/%e5%8f%97%e8%ba%ab%e5%bd%a2-ukemi-japanese-passive-form/
wa~ga... wa,は〜が… は,[A] but [B]; however; comparison,<em>(no usage table)</em>,,,https://jlptsensei.com/learn-japanese-grammar/%e3%81%af%e3%80%9c%e3%81%8c%ef%bd%9e%e3%81%af-wa-ga-wa-meaning-but-however/
