name,meaning,info_html,ex1,ex2,source
歩く,Learn Japanese vocabulary: 【あるく】(aruku) Meaning: to walk.,<em>(No detailed table found)</em>,Example #1たいてい歩いて行きます。ふりがなromajiEnglishたいていあるいていきます。taitei aruite ikimasu.I usually go by walking.,Example #2私は歩くのが遅いです。ふりがなromajiEnglishわたしはあるくのがおそいです。watashi wa aruku no ga osoi desu.I'm a slow walker.,https://jlptsensei.com/learn-japanese-vocabulary/%e6%ad%a9%e3%81%8f-aruku-meaning-to-walk/
朝,morning,<em>(No detailed table found)</em>,,,https://jlptsensei.com/learn-japanese-vocabulary/%e6%9c%9d-asa-meaning-morning/
朝ご飯,Learn Japanese vocabulary: 【ごはん】(asagohan) Meaning: breakfast. Can be written as 朝ご飯、朝ごはん、OR 朝御飯,<em>(No detailed table found)</em>,Example #1私はまだ朝ご飯を食べていません。ふりがなromajiEnglishわたしはまだあさごはんをたべていません。watashi wa mada asagohan wo tabeteimasen.I still haven't eaten breakfast.,Example #2朝ご飯に何を食べますか。ふりがなromajiEnglishあさごはんになにをたべますか。asagohan ni nani wo tabemasu ka.What do you usually eat for breakfast?,https://jlptsensei.com/learn-japanese-vocabulary/%e6%9c%9d%e3%81%94%e9%a3%af-asagohan-breakfast/
明後日,day after tomorrow,<em>(No detailed table found)</em>,,,https://jlptsensei.com/learn-japanese-vocabulary/%e6%98%8e%e5%be%8c%e6%97%a5-asatte-meaning-day-after-tomorrow/
足,Learn Japanese vocabulary: 【あし】(ashi) Meaning: foot; leg; paw; arm.,<em>(No detailed table found)</em>,Example #1彼女の足はきれいですね。ふりがなromajiEnglishかのじょのあしはきれいですね。kanojo no ashi wa kirei desune.She has beautiful legs.,Example #2彼は足が長い。ふりがなromajiEnglishかれはあしがながい。kare wa ashi ga nagai.He has long legs.,https://jlptsensei.com/learn-japanese-vocabulary/%e8%b6%b3-ashi-meaning-foot-leg/
明日,Learn Japanese vocabulary: 【あした】(ashita) Meaning: tomorrow.,<em>(No detailed table found)</em>,Example #1明日東京へ行きます。ふりがなromajiEnglishあしたとうきょうへいきます。ashita toukyou he ikimasu.I'm going to Tokyo tomorrow.,Example #2また明日ね。ふりがなromajiEnglishまたあしたね。mata ashita ne.See you tomorrow.,https://jlptsensei.com/learn-japanese-vocabulary/%e6%98%8e%e6%97%a5-ashita-tomorrow/
遊ぶ,Learn Japanese vocabulary: 【あそぶ】(asobu). Meaning: to play; to enjoy oneself; to have a good time. 遊ぶ (asobu) 遊びます (asobimasu) 遊ばない (asobanai) 遊びません (asobimasen),<em>(No detailed table found)</em>,Example #1うちの子は庭で遊んでいる。ふりがなromajiEnglishうちのこはにわであそんでいる。uchi no ko wa niwa de asonde iru.My child is playing in the garden.,Example #2私は子どもと遊ぶのが好きです。ふりがなromajiEnglishわたしはこどもとあそぶのがすきです。watashi wa kodomo to asobu no ga suki desu.I like playing with children.,https://jlptsensei.com/learn-japanese-vocabulary/%e9%81%8a%e3%81%b6-asobu-meaning-to-play/
あそこ,Learn Japanese vocabulary: (asoko). Meaning: there (place physically distant from both speaker and listener); over there; that place.,<em>(No detailed table found)</em>,Example #1私はあそこへ行きたい。ふりがなromajiEnglishわたしはあそこへいきたい。watashi wa asoko e ikitai.I want to go there.,Example #2彼女の本はあそこです。ふりがなromajiEnglishかのじょのほんはあそこです。kanojo no hon wa asoko desu.The book of hers is over there.,https://jlptsensei.com/learn-japanese-vocabulary/%e3%81%82%e3%81%9d%e3%81%93-asoko-meaning/
頭,Learn Japanese vocabulary: 【あたま】(atama). Meaning: head.,<em>(No detailed table found)</em>,Example #1昨日から私の頭が痛いです。ふりがなromajiEnglishきのうからわたしのあたまがいたいです。kinou kara watashi no atama ga itai desu.I've had a headache since yesterday.,Example #2それはあなたの頭の上にあります。ふりがなromajiEnglishそれはあなたのあたまのうえにあります。sore wa anata no atama no ue ni arimasu.That is on top of your head.,https://jlptsensei.com/learn-japanese-vocabulary/%e9%a0%ad-%e3%81%82%e3%81%9f%e3%81%be-atama-meaning/
新しい,Learn Japanese vocabulary: 【あたらしい】(atarashii) Meaning: new; novel; fresh; recent; latest; up-to-date; modern.,<em>(No detailed table found)</em>,Example #1新しいスマホが欲しい。ふりがなromajiEnglishあたらしいスマホがほしい。atarashii sumaho ga hoshii.I want a new smartphone.,Example #2新しい図書館はとても広いです。ふりがなromajiEnglishあたらしいとしょかんはとてもひろいです。Atarashii toshokan wa totemo hiroi desu.The new library is very spacious.,https://jlptsensei.com/learn-japanese-vocabulary/%e6%96%b0%e3%81%97%e3%81%84-atarashii-meaning-new/
暖かい,Learn Japanese vocabulary: 【あたたかい】(atatakai). Meaning: warm.,<em>(No detailed table found)</em>,Example #1今日は暖かいですね。ふりがなromajiEnglishきょうはあたたかいですね。kyou wa atatakai desu ne.It is warm today.,Example #2このコートは暖かいです。ふりがなromajiEnglishこのコートはあたたかいです。kono kooto wa atatakai desu.This coat is warm.,https://jlptsensei.com/learn-japanese-vocabulary/%e6%9a%96%e3%81%8b%e3%81%84-%e3%81%82%e3%81%9f%e3%81%9f%e3%81%8b%e3%81%84-atatakai-meaning/
後,Learn Japanese vocabulary: 【あと】(ato) Meaning: behind; rear​; after; later remainder; the rest more (e.g. five more minutes); left also; in addition,<em>(No detailed table found)</em>,Example #1この後寝ます。ふりがなromajiEnglishこのあとねます。kono ato nemasu.I will sleep after this.,Example #2この後も仕事です。ふりがなromajiEnglishこのあともしごとです。kono ato mo shigoto desu.I have work after this too.,https://jlptsensei.com/learn-japanese-vocabulary/%e5%be%8c-ato-meaning-behind-after/
暑い,hot; sultry,<em>(No detailed table found)</em>,,,https://jlptsensei.com/learn-japanese-vocabulary/%e6%9a%91%e3%81%84-%e3%81%82%e3%81%a4%e3%81%84-atsui-meaning/
厚い,Learn Japanese vocabulary: 【あつい】(atsui). Meaning: thick.,<em>(No detailed table found)</em>,Example #1私はやさいを厚く切る。ふりがなromajiEnglishわたしはやさいをあつくきる。watashi wa yasai o atsuku kiru.I cut vegetables thickly.,Example #2もっと厚く切ってください。ふりがなromajiEnglishもっとあつくきってください。motto atsuku kitte kudasai.Please cut it more thickly.,https://jlptsensei.com/learn-japanese-vocabulary/%e5%8e%9a%e3%81%84-%e3%81%82%e3%81%a4%e3%81%84-atsui-meaning/
熱い,hot,<em>(No detailed table found)</em>,,,https://jlptsensei.com/learn-japanese-vocabulary/%e7%86%b1%e3%81%84-%e3%81%82%e3%81%a4%e3%81%84-atsui-meaning/
会う,Learn Japanese vocabulary: 【あう】(au) Meaning: to meet; to encounter; to see.,<em>(No detailed table found)</em>,Example #1昨日友だちに会いました。ふりがなromajiEnglishきのうともだちにあいました。kinou tomodachi ni aimashita.I saw a friend yesterday.,"Example #2彼氏に会うために、東京に行きます。ふりがなromajiEnglishかれしにあうために、とうきょうにいきます。Kareshi ni au tame ni, Tokyo ni ikimasu.I'm going to Tokyo to see my boyfriend.",https://jlptsensei.com/learn-japanese-vocabulary/%e4%bc%9a%e3%81%86-au-meaning-to-meet/
晩ご飯,dinner; evening meal,<em>(No detailed table found)</em>,,,https://jlptsensei.com/learn-japanese-vocabulary/%e6%99%a9%e5%be%a1%e9%a3%af-bangohan-dinner/
番号,number,<em>(No detailed table found)</em>,,,https://jlptsensei.com/learn-japanese-vocabulary/%e7%95%aa%e5%8f%b7-%e3%81%b0%e3%82%93%e3%81%94%e3%81%86-bangou-meaning/
バス,Learn Japanese vocabulary: (basu). Meaning: bus.,<em>(No detailed table found)</em>,Example #1私はバスを降りる。ふりがなromajiEnglishわたしはバスをおりる。watashi wa basu o oriru.I get off the bus.,Example #2ここはバスが通りますか。ふりがなromajiEnglishここはバスがとおりますか。koko wa basu ga toorimasu ka.Is this a bus route?,https://jlptsensei.com/learn-japanese-vocabulary/%e3%83%90%e3%82%b9-basu-meaning/
バター,Learn Japanese vocabulary: (bataa). Meaning: butter​.,<em>(No detailed table found)</em>,Example #1トーストにはバターをつけますか。ふりがなromajiEnglishトーストにはバターをつけますか。toosuto ni wa bataa o tsukemasu ka.Do you have butter on your toast?,Example #2彼女はパンにバターをぬった。ふりがなromajiEnglishかのじょはパンにバターをぬった。kanojo wa pan ni bataa o nutta.She spread the butter on the bread.,https://jlptsensei.com/learn-japanese-vocabulary/%e3%83%90%e3%82%bf%e3%83%bc-bataa-meaning/
ベッド,Learn Japanese vocabulary: (beddo). Meaning: bed.,<em>(No detailed table found)</em>,Example #1赤ちゃんはベッドで寝ています。ふりがなromajiEnglishあかちゃんはベッドでねています。akachan wa beddo de nete imasu.The baby is sleeping on the bed.,Example #2君はどっちのベッドを使いたい？ふりがなromajiEnglishきみはどっちのベッドをつかいたい？kimi wa docchi no beddo o tsukaitai?Which bed do you want to use?,https://jlptsensei.com/learn-japanese-vocabulary/%e3%83%99%e3%83%83%e3%83%89-beddo-meaning/
勉強,Learn Japanese vocabulary: 【べんきょう】(benkyou). Meaning: to study.,<em>(No detailed table found)</em>,Example #1私はべんきょうが嫌いだ。ふりがなromajiEnglishわたしはべんきょうがきらいだ。watashi wa benkyou ga kirai da.I don't like studying.,Example #2あなたはいつ勉強を始めましたか？ふりがなromajiEnglishあなたはいつべんきょうをはじめましたか？anata wa itsu benkyou o hajimemashita ka?When did you start studying?,https://jlptsensei.com/learn-japanese-vocabulary/%e5%8b%89%e5%bc%b7-%e3%81%b9%e3%82%93%e3%81%8d%e3%82%87%e3%81%86-benkyou-meaning/
便利,"Learn Japanese vocabulary: 【べんり】(benri) Meaning: convenient; handy; useful. For the JLPT N5 level, this is written in hiragana form べんり（な）.",<em>(No detailed table found)</em>,Example #1それはとてもべんりですね。ふりがなromajiEnglishそれはとてもべんりですね。sore wa totemo benri desu ne.That is very convenient!,Example #2私にとっては便利です。ふりがなromajiEnglishわたしにとってはべんりです。watashi ni totte wa benri desu.It is convenient for me.,https://jlptsensei.com/learn-japanese-vocabulary/%e4%be%bf%e5%88%a9-benri-convenient/
ボールペン,Learn Japanese vocabulary: (boorupen). Meaning: ball-point pen.,<em>(No detailed table found)</em>,Example #1ボールペンで書いてください。ふりがなromajiEnglishボールペンでかいてください。boorupen de kaite kudasai.Write with a ballpoint pen.,Example #2このボールペンは２ドルで買った。ふりがなromajiEnglishこのボールペンは２ドルでかった。kono boorupen wa 2 doru de katta.I bought this ball-point for two dollars.,https://jlptsensei.com/learn-japanese-vocabulary/%e3%83%9c%e3%83%bc%e3%83%ab%e3%83%9a%e3%83%b3-boorupen-meaning/
ボタン,Learn Japanese vocabulary: (botan). Meaning: button.,<em>(No detailed table found)</em>,Example #1どのボタンを押せばいいですか？ふりがなromajiEnglishどのボタンをおせばいいですか？dono botan o oseba ii desuka?Which button should I press?,Example #2そのボタンを押さないでください。ふりがなromajiEnglishそのボタンをおさないでください。sono botan o osanaide kudasai.Please don't press that button.,https://jlptsensei.com/learn-japanese-vocabulary/%e3%83%9c%e3%82%bf%e3%83%b3-botan-meaning/
帽子,hat; cap,<em>(No detailed table found)</em>,,,https://jlptsensei.com/learn-japanese-vocabulary/%e5%b8%bd%e5%ad%90-boushi-meaning-hat/
文章,Learn Japanese vocabulary: 【ぶんしょう】(bunshou). Meaning: sentence writing; composition; essay; article; prose; (writing) style,<em>(No detailed table found)</em>,Example #1私は文章が下手です。ふりがなromajiEnglishわたしはぶんしょうがにがてです。watashi wa bunshou ga nigate desu.I am bad at compositions.,Example #2この文章を直してもらえますか？ふりがなromajiEnglishこのぶんしょうをなおしてもらえますか？kono bunshou o naoshite moraemasu ka?Could I have you fix this writing?,https://jlptsensei.com/learn-japanese-vocabulary/%e6%96%87%e7%ab%a0-%e3%81%b6%e3%82%93%e3%81%97%e3%82%87%e3%81%86-bunshou-meaning/
豚肉,Learn Japanese vocabulary: 【ぶたにく】(butaniku). Meaning: pork.,<em>(No detailed table found)</em>,Example #1あなたはぶたにくを食べられますか。ふりがなromajiEnglishあなたはぶたにくをたべられますか。anata wa butaniku o taberaremasu ka.Can you eat pork?,"Example #2この食品には、ぶたにくを使っています。ふりがなromajiEnglishこのしょくひんには、ぶたにくをつかっています。kono shokuhin ni wa, butaniku o tsukatte imasu.This food uses pork.",https://jlptsensei.com/learn-japanese-vocabulary/%e8%b1%9a%e8%82%89-%e3%81%b6%e3%81%9f%e3%81%ab%e3%81%8f-butaniku-meaning/
病院,Learn Japanese vocabulary: 【びょういん】(byouin) Meaning: hospital.,<em>(No detailed table found)</em>,Example #1病院に行きますか？ふりがなromajiEnglishびょういんにいきますか？byouin ni ikimasu ka?Will you go to the hospital?,Example #2かれはまだ病院です。ふりがなromajiEnglishかれはまだびょういんです。kare wa mada byouin desu.He's still in the hospital.,https://jlptsensei.com/learn-japanese-vocabulary/%e7%97%85%e9%99%a2-byouin-hospital/
病気,illness; disease; sickness,<em>(No detailed table found)</em>,,,https://jlptsensei.com/learn-japanese-vocabulary/%e7%97%85%e6%b0%97-byouki-meaning-illness/
茶色,brown,<em>(No detailed table found)</em>,,,https://jlptsensei.com/learn-japanese-vocabulary/%e8%8c%b6%e8%89%b2-%e3%81%a1%e3%82%83%e3%81%84%e3%82%8d-chairo-meaning/
茶碗,rice bowl; tea cup; teacup,<em>(No detailed table found)</em>,,,https://jlptsensei.com/learn-japanese-vocabulary/%e8%8c%b6%e7%a2%97-%e3%81%a1%e3%82%83%e3%82%8f%e3%82%93-chawan-meaning/
父,Learn Japanese vocabulary: 【ちち】(chichi) Meaning:,<em>(No detailed table found)</em>,Example #1父は元気です。ふりがなromajiEnglishちちはげんきです。chichi wa genki desu.My father is in good health.,Example #2父がイタリア人です。ふりがなromajiEnglishちちがイタリアじんです。chichi ga itaria jin desu.My father is Italian.,https://jlptsensei.com/learn-japanese-vocabulary/%e7%88%b6-chichi-meaning-father/
違う,Learn Japanese vocabulary: 【ちがう】(chigau). Meaning: to differ.,<em>(No detailed table found)</em>,Example #1なぜこれはちがうのですか？ふりがなromajiEnglishなぜこれはちがうのですか？naze kore wa chigau no desu ka?Why is this different?,Example #2私は彼とはちがう。ふりがなromajiEnglishわたしはかれとはちがう。watashi wa kare to chigau.I am different from him.,https://jlptsensei.com/learn-japanese-vocabulary/%e9%81%95%e3%81%86-%e3%81%a1%e3%81%8c%e3%81%86-chigau-meaning/
小さい,"Learn Japanese vocabulary: 【ちいさい】(chiisai) Meaning: small; little; tiny slight; below average (in degree, amount, etc.); minor; small​ low (e.g. sound); soft (e.g. voice)​ unimportant; petty;...",<em>(No detailed table found)</em>,Example #1それは小さい。ふりがなromajiEnglishそれはちいさい。sore wa chiisai.That's small.,Example #2あれは小さい犬です。ふりがなromajiEnglishあれはちいさいいぬです。are wa chiisai inu desu.That's a small dog.,https://jlptsensei.com/learn-japanese-vocabulary/%e5%b0%8f%e3%81%95%e3%81%84-chiisai-meaning-small/
小さな,Learn Japanese vocabulary: 【ちいさな】(chiisana) Meaning: small; little; tiny​.,<em>(No detailed table found)</em>,Example #1それは小さな山のように見えました。ふりがなromajiEnglishそれはちいさなやまのようにみえました。sore wa chiisana yama no you ni miemashita.That looked like a small mountain.,Example #2これは決して小さなことではない。ふりがなromajiEnglishこれはけしてちいさなことではない。kore wa keshite chiisana koto de wa nai.This is no small matter.,https://jlptsensei.com/learn-japanese-vocabulary/%e5%b0%8f%e3%81%95%e3%81%aa-chiisana-meaning-small/
近い,Learn Japanese vocabulary: 【ちかい】(chikai). Meaning: near; close.,<em>(No detailed table found)</em>,Example #1僕の家は学校にちかいです。ふりがなromajiEnglishぼくのいえはがっこうにちかいです。boku no ie wa gakkou ni chikai desu.I live near the school.,Example #2あなたの家は空港にちかいですか。ふりがなromajiEnglishあなたのいえはくうこうにちかいですか。anata no ie wa kuukou ni chikai desu ka.anata no ie wa kuukou ni chikai desu ka.,https://jlptsensei.com/learn-japanese-vocabulary/%e8%bf%91%e3%81%84-%e3%81%a1%e3%81%8b%e3%81%84-chikai-meaning/
地下鉄,Learn Japanese vocabulary: 【ちかてつ】(chikatetsu) Meaning: subway; underground train.,<em>(No detailed table found)</em>,Example #1私は地下鉄で学校に行く。ふりがなromajiEnglishわたしはちかてつでがっこうにいく。watashi wa chikatetsu de gakkou ni iku.I go to school by subway.,Example #2今は地下鉄に乗っています。ふりがなromajiEnglishいまはちかてつにのっています。ima wa chikatetsu ni notteimasu.I'm on the subway now.,https://jlptsensei.com/learn-japanese-vocabulary/%e5%9c%b0%e4%b8%8b%e9%89%84-chikatetsu-meaning-subway/
地図,map,<em>(No detailed table found)</em>,,,https://jlptsensei.com/learn-japanese-vocabulary/%e5%9c%b0%e5%9b%b3-chizu-meaning-map/
ちょっと,a little,<em>(No detailed table found)</em>,,,https://jlptsensei.com/learn-japanese-vocabulary/%e3%81%a1%e3%82%87%e3%81%a3%e3%81%a8-chotto-meaning/
丁度,Learn Japanese vocabulary: 【ちょうど】(choudo). Meaning: exactly; precisely; just; right​.,<em>(No detailed table found)</em>,Example #1私はちょうど寝るところだった。ふりがなromajiEnglishわたしはちょうどねるところだった。watashi wa choudo neru tokoro datta.I had just gone to sleep.,Example #2でんしゃはちょうど出たところだ。ふりがなromajiEnglishでんしゃはちょうどでたところだ。densha wa choudo deta kotoro da.The train has just left.,https://jlptsensei.com/learn-japanese-vocabulary/%e4%b8%81%e5%ba%a6-%e3%81%a1%e3%82%87%e3%81%86%e3%81%a9-choudo-meaning/
台所,kitchen,<em>(No detailed table found)</em>,,,https://jlptsensei.com/learn-japanese-vocabulary/%e5%8f%b0%e6%89%80-%e3%81%a0%e3%81%84%e3%81%a9%e3%81%93%e3%82%8d-daidokoro-meaning/
大学,Learn Japanese vocabulary: 【だいがく】(daigaku) Meaning: university; college.,<em>(No detailed table found)</em>,Example #1どこの大学に行きたいですか？ふりがなromajiEnglishどこのだいがくにいきたいですか？doko no daigaku ni ikitai desuka?Which university do you want to go to?,Example #2私は大学の4年生です。ふりがなromajiEnglishわたしはだいがくのよんねんせいです。watashi wa daigaku no yon nensei desu.I'm a 4th year university student.,https://jlptsensei.com/learn-japanese-vocabulary/%e5%a4%a7%e5%ad%a6-daigaku-university/
大丈夫,Learn Japanese vocabulary: 【だいじょうぶ】(daijoubu) Meaning: OK; okay; all right; alright; safe; secure; problem-free;,<em>(No detailed table found)</em>,Example #1大丈夫ですか？ふりがなromajiEnglishだいじょうぶですか？daijoubu desu ka?Are you alright?,Example #2大丈夫ですよ。ふりがなromajiEnglishだいじょうぶですよ。daijoubu desu yo.No problem.,https://jlptsensei.com/learn-japanese-vocabulary/%e5%a4%a7%e4%b8%88%e5%a4%ab-daijoubu-meaning-ok/
大好き,Learn Japanese vocabulary: 【だいすき】(daisuki) Meaning: love; like; like very much,<em>(No detailed table found)</em>,Example #1大好きだよ！ふりがなromajiEnglishだいすきだよ！daisuki dayo!I love you!,Example #2私はあなたが大好きです。ふりがなromajiEnglishわたしはあなたがだいすきです。watashi wa anata ga daisuki desu.I love you.,https://jlptsensei.com/learn-japanese-vocabulary/%e5%a4%a7%e5%a5%bd%e3%81%8d-daisuki-meaning-love%e2%80%8b/
